frame,vehicle_id,vehicle_type,detected,plate_detected,plate_text,individual_toll,total_toll
71,66,Car,True,True,AGX-929,500,0
72,66,Car,True,True,AGX-929,500,0
73,66,Car,True,True,AGX-929,500,0
74,66,Car,True,True,AGX-929,500,0
75,66,Car,True,True,AGX-929,500,0
76,66,Car,True,True,AGX-929,500,0
77,66,Car,True,True,AGX-929,500,0
78,66,Car,True,True,AGX-929,500,0
79,66,Car,True,True,AGX-929,500,0
80,66,Car,True,True,AGX-929,500,0
81,66,Car,True,True,AGX-929,500,0
82,66,Car,True,True,AGX-929,500,0
83,66,Car,True,True,AGX-929,500,0
84,66,Car,True,True,AGX-929,500,0
85,66,Car,True,True,AGX-929,500,0
86,66,Car,True,True,AGX-929,500,0
87,66,Car,True,True,AGX-929,500,0
88,66,Car,True,True,AGX-929,500,0
89,66,Car,True,True,AGX-929,500,0
90,66,Car,True,True,AGX-929,500,0
91,66,Car,True,True,AGX-929,500,0
92,66,Car,True,True,AGX-929,500,0
93,66,Car,True,True,AGX-929,500,0
94,66,Car,True,True,AGX-929,500,0
95,66,Car,True,True,AGX-929,500,0
96,66,Car,True,True,AGX-929,500,0
97,66,Car,True,True,AGX-929,500,0
98,66,Car,True,True,AGX-929,500,0
99,66,Car,True,True,AGX-929,500,0
100,66,Car,True,True,AGX-929,500,0
101,66,Car,True,True,AGX-929,500,0
102,66,Car,True,True,AGX-929,500,0
103,66,Car,True,True,AGX-929,500,0
104,66,Car,True,True,AGX-929,500,0
105,66,Car,True,True,AGX-929,500,0
106,66,Car,True,True,AGX-929,500,0
107,66,Car,True,True,AGX-929,500,0
108,66,Car,True,True,AGX-929,500,0
109,66,Car,True,True,AGX-929,500,0
110,66,Car,True,True,AGX-929,500,0
111,66,Car,True,True,AGX-929,500,0
112,66,Car,True,True,AGX-929,500,0
113,66,Car,True,True,AGX-929,500,0
114,66,Car,True,True,AGX-929,500,0
115,66,Car,True,True,AGX-929,500,0
116,66,Car,True,True,AGX-929,500,0
117,66,Car,True,True,AGX-929,500,0
118,66,Car,True,True,AGX-929,500,0
119,66,Car,True,True,AGX-929,500,0
120,66,Car,True,True,AGX-929,500,0
121,66,Car,True,True,AGX-929,500,0
122,66,Car,True,True,AGX-929,500,0
123,66,Car,True,True,AGX-929,500,0
124,66,Car,True,True,AGX-929,500,0
125,66,Car,True,True,AGX-929,500,0
126,66,Car,True,True,AGX-929,500,0
127,66,Car,True,True,AGX-929,500,0
128,66,Car,True,True,AGX-929,500,0
129,66,Car,True,True,AGX-929,500,0
130,66,Car,True,True,AGX-929,500,0
131,66,Car,True,True,AGX-929,500,0
132,66,Car,True,True,AGX-929,500,0
133,66,Car,True,True,AGX-929,500,0
134,66,Car,True,True,AGX-929,500,0
135,66,Car,True,True,AGX-929,500,0
136,66,Car,True,True,AGX-929,500,0
137,66,Car,True,True,AGX-929,500,0
138,66,Car,True,True,AGX-929,500,0
139,66,Car,True,True,AGX-929,500,0
